2.0	1.9160483300670992	8
3.0	2.750407072202302	11
3.0	1.6558053572758098	1
2.0	1.7347550184656881	19
5.0	2.866224462240557	3
1.0	2.38428440623231	15
1.0	2.550249002209952	15
1.0	2.4118017190565886	7
1.0	3.337430749769729	12
2.0	2.8031290687442088	20
1.0	2.9187721962933013	8
1.0	2.492092773685058	11
1.0	2.480440159329716	22
1.0	2.590139177314385	16
1.0	2.546032761363218	11
4.0	3.2589275818358874	7
2.0	2.7091920480037377	12
1.0	2.620086489583658	16
3.0	1.4346569381776877	14
2.0	3.0557774614710156	18
1.0	3.851439479400325	21
3.0	2.589093120071779	16
1.0	2.465407857294204	18
1.0	1.8175835933735187	30
2.0	2.339600456567132	14
2.0	2.6639488248386782	12
2.0	3.200656941192101	15
1.0	2.7840514213505063	17
2.0	2.416544079172108	15
5.0	2.9290382808686464	14
2.0	2.138391316052489	17
2.0	3.4198198581190358	11
3.0	2.557564519429852	7
2.0	2.299219986781982	17
4.0	2.7386103978989587	33
4.0	2.662210976494268	12
4.0	1.837262672583579	18
4.0	2.5615266471972458	19
2.0	1.4877938131669504	7
1.0	2.061081151484363	10
2.0	2.520306063307558	21
1.0	2.015672210146052	22
2.0	3.1800286825553927	19
1.0	2.4480360491100193	20
1.0	2.3942421524705932	19
2.0	2.561802960710706	16
2.0	2.013962762564648	12
1.0	2.951464326330074	5
1.0	2.640620804391373	20
1.0	3.099573438741165	12
1.0	2.155198081466248	8
1.0	2.4229696048615446	13
2.0	2.713731051293139	9
4.0	2.9056402817841946	24
2.0	1.9414747141243351	18
1.0	3.0671517047880568	21
4.0	3.026005178285509	14
1.0	2.6825562315368527	22
2.0	3.0112682130094086	14
1.0	2.2770334975842252	29
1.0	1.9778459598450706	18
2.0	3.0761033831361893	15
2.0	2.437026954254816	14
1.0	3.0431458306333816	25
2.0	2.796900870074037	21
2.0	2.8546324732226025	20
2.0	2.086682880573528	12
1.0	3.1702690639587634	19
2.0	3.395421621543216	28
2.0	2.4412915133275543	19
1.0	2.199173141844963	13
2.0	2.5204826216740193	19
1.0	3.480175148808789	18
2.0	2.1496614741563507	16
2.0	2.3135657995190924	19
2.0	2.4016489070901805	19
4.0	1.9779193409990792	15
2.0	2.751985306763738	16
2.0	2.030113445759736	13
4.0	2.839195707828844	27
2.0	2.1218827434599037	23
1.0	2.225697596698862	18
2.0	2.8810277123272203	9
4.0	2.85705657642776	21
2.0	2.5709894966299056	21
1.0	2.4086487030602957	13
4.0	3.3584100743842407	20
2.0	1.40448547340457	13
2.0	2.542128891808157	19
2.0	3.2138000097828767	16
4.0	3.3290154994982952	22
1.0	2.1972216033810383	11
1.0	2.834775608189054	14
2.0	3.1500748676475174	26
2.0	1.9190948118451192	19
1.0	2.2092724415402327	27
2.0	2.130437535159566	11
1.0	2.541575480879158	25
1.0	1.9068151454134776	26
1.0	2.9722589514418507	27
2.0	2.8868578528654067	8
1.0	2.7815435956858474	27
2.0	2.534004422011639	21
2.0	3.495564942688128	9
1.0	2.508422034400433	26
2.0	2.734864056941612	24
1.0	2.395286764802013	19
1.0	1.9950867503972485	13
1.0	2.1611726753935865	22
1.0	2.145329842145047	11
1.0	3.1197581708802096	8
2.0	2.645969533265108	25
1.0	2.610205399661528	25
1.0	2.3137459102897417	13
2.0	2.785814815719044	21
4.0	1.7648135009768446	24
2.0	1.746434594929301	17
2.0	2.4024308529321234	17
3.0	2.150658011953861	11
1.0	2.0329736460606584	29
2.0	1.868786466092264	22
2.0	2.3043751720006616	19
4.0	2.850416981916079	33
1.0	2.3041710266784583	9
2.0	2.990109938433976	21
1.0	3.1732802979316963	27
1.0	2.4916907634432595	16
1.0	1.8725107434861195	26
3.0	2.6834502103323503	28
3.0	3.619137498314781	27
2.0	1.3422166237148456	26
2.0	2.832068236512852	26
1.0	3.3858603050244227	19
1.0	3.432473483537828	9
3.0	2.67752306848968	19
1.0	3.329139139872594	17
2.0	3.2521102358569536	31
2.0	2.594267318051874	35
