OBJECTID_1,AreaCateg,POINT_X,POINT_Y
1,4,"516,869.016000002620000","145,942.920600000770000"
2,1,"517,302.045800000430000","142,823.451799999920000"
3,3,"514,174.943899996580000","135,784.141399998220000"
4,2,"513,500.841200001540000","135,234.860800001770000"
5,2,"516,335.251999996600000","139,655.920699998740000"
6,4,"509,850.725599996750000","141,810.173300001770000"
7,3,"517,939.831100001930000","144,885.660500001160000"
8,2,"511,743.552299998700000","135,295.293299999090000"
9,2,"520,750.466899998490000","145,401.346000000830000"
10,3,"517,431.351800002160000","142,157.322700001300000"
11,3,"518,361.983999997380000","145,956.988299999390000"
12,1,"516,412.152300000190000","144,170.002900000660000"
13,3,"510,098.454899996520000","135,381.552499998360000"
14,1,"514,027.099500000480000","139,412.050000000750000"
15,3,"519,026.118299998340000","145,971.654800001530000"
16,2,"520,773.086400002240000","145,478.215700000520000"
17,1,"518,677.936200000350000","143,130.061900001020000"
18,1,"515,881.249499998990000","143,666.042700000110000"
19,3,"510,270.967200003560000","143,437.964999999850000"
20,4,"514,497.511699996890000","140,071.998300001030000"
21,1,"512,723.866999998690000","135,136.405600000170000"
22,3,"517,536.874099999670000","145,461.293699998410000"
23,3,"517,617.146999999880000","136,027.462200000880000"
24,3,"518,852.845200002190000","141,369.469599999490000"
25,2,"516,476.388300001620000","140,504.787900000810000"
26,3,"510,495.133599996570000","134,564.105000000450000"
27,3,"509,838.513099998240000","139,021.823399998250000"
28,3,"511,967.957699999210000","134,535.094799999150000"
29,1,"516,720.426100000740000","140,333.411499999460000"
30,4,"520,069.147399999200000","141,080.525499999520000"
31,1,"515,853.215999998150000","145,619.668600000440000"
32,2,"517,230.250100001690000","143,223.236600000410000"
33,1,"516,289.546800002460000","143,253.037999998780000"
34,2,"513,181.952299997210000","140,713.450599998240000"
35,2,"515,828.699900001290000","140,254.371599998330000"
36,4,"512,659.607299998400000","142,091.302200000730000"
37,2,"513,077.942599996920000","140,051.738499999050000"
38,3,"517,851.072200000290000","142,565.373399998990000"
39,2,"512,899.508900001650000","135,179.436299998310000"
40,1,"512,865.453299999240000","145,547.276999998840000"
41,4,"515,317.543799996380000","136,141.087000001220000"
42,1,"515,888.369000002740000","143,165.973499998450000"
43,2,"513,135.725400000810000","140,408.521200001240000"
44,1,"516,624.583800002930000","140,345.120400000360000"
45,3,"516,876.417099997400000","142,275.847199998800000"
46,3,"510,904.743299998340000","134,963.752500001340000"
47,3,"515,779.595299996440000","138,247.590199999510000"
48,4,"513,691.562700003390000","140,406.357200000440000"
49,2,"515,793.495399996640000","140,496.537500001490000"
50,3,"512,632.910099998120000","140,145.887099999930000"
51,4,"518,735.397600002590000","136,411.316100001340000"
52,1,"517,460.575800001620000","141,982.964600000530000"
53,3,"519,961.235299997030000","145,198.734099999070000"
54,3,"519,495.581200003620000","144,883.105399999770000"
55,3,"518,720.151199996470000","144,533.659299999480000"
56,2,"513,225.908500000830000","140,918.177000001070000"
57,1,"513,287.358400002120000","140,806.012200001630000"
58,1,"515,547.528599999850000","140,686.204799998550000"
59,2,"517,349.508199997250000","141,274.532499998810000"
60,3,"517,930.690999999640000","145,913.631599999960000"
61,3,"517,551.394599996510000","144,911.601100001480000"
62,2,"517,446.605300001800000","142,872.725999999790000"
63,1,"519,399.774499997500000","143,752.429200001060000"
64,1,"516,718.335400000210000","140,194.182799998670000"
65,2,"516,002.973200000820000","139,303.914000000800000"
66,1,"512,410.431299999360000","145,532.866500001400000"
67,4,"515,680.750699996950000","134,245.196299999950000"
68,3,"510,711.179999999700000","135,778.169199999420000"
69,1,"516,349.832800000910000","140,009.012800000610000"
70,4,"516,064.321599997580000","145,945.690000001340000"
71,1,"512,780.788599997760000","145,536.332899998870000"
72,4,"514,313.236000001430000","134,873.974500000480000"
73,3,"516,449.974500000480000","141,965.835200000550000"
74,1,"513,133.507500000300000","140,868.916000001130000"
75,2,"515,776.733499996360000","139,694.640200000260000"
76,1,"512,870.450999997560000","145,388.132899999620000"
77,4,"516,192.211900003250000","142,463.943999998270000"
78,2,"512,583.808399997650000","134,595.400699999180000"
79,1,"515,996.568800002340000","143,726.634899999950000"
80,1,"516,456.163800001140000","140,346.023899998520000"
81,3,"514,467.445100001990000","146,156.178599998350000"
82,1,"511,955.566799998280000","145,471.202500000600000"
83,2,"512,786.405699998140000","134,639.485399998720000"
84,3,"510,090.184199996290000","134,570.249099999670000"
85,1,"518,976.242700003090000","143,999.638799998910000"
86,1,"517,288.630699999630000","143,334.663899999110000"
87,1,"513,128.656000003220000","135,306.287000000480000"
88,3,"510,181.697300001980000","143,692.447500001640000"
89,1,"518,456.086800001560000","143,942.384399998930000"
90,3,"519,167.637100003660000","143,770.153499998150000"
91,3,"510,102.591200001540000","135,787.211599998180000"
92,3,"517,106.094499997790000","140,563.158599998800000"
93,3,"517,045.363300003110000","139,691.345699999480000"
94,1,"517,199.464100003240000","141,272.146699998530000"
95,2,"517,524.253799997270000","145,687.313599999990000"
96,1,"516,489.787900000810000","143,581.871700000020000"
97,1,"515,616.451999999580000","140,506.195399999620000"
98,2,"513,699.237499997020000","135,016.068100001660000"
99,1,"516,058.101300001140000","143,840.230700001120000"
100,1,"515,759.330600000920000","140,736.785300001500000"
101,1,"516,056.854900002480000","140,130.278599999850000"
102,3,"513,824.421499997380000","139,767.656399998810000"
103,1,"518,596.740699999030000","142,228.467700000850000"
104,1,"512,496.643299996850000","145,407.970699999480000"
105,2,"518,052.711699999870000","143,070.451600000260000"
106,2,"518,382.258000001310000","143,374.967199999840000"
107,2,"517,242.251100003720000","142,703.814100001010000"
108,4,"519,410.049599997700000","143,458.594700001180000"
109,3,"511,490.736699998380000","143,535.615400001410000"
110,1,"516,082.446599997580000","143,350.365600001070000"
111,1,"515,532.699799999590000","140,410.097600001840000"
112,3,"512,779.170599997040000","134,953.231300000100000"
113,2,"517,076.611400000750000","141,269.674400001760000"
114,2,"516,159.593699999150000","139,832.879299998280000"
115,1,"517,287.298299998040000","145,846.199900001290000"
116,3,"517,557.984300002460000","143,600.199599999930000"
117,1,"515,729.489000000060000","139,328.760000001640000"
118,3,"511,116.908699996770000","135,772.156599998470000"
119,2,"514,535.707099996510000","135,711.723000001160000"
120,1,"513,071.029500000180000","145,454.819200001660000"
121,3,"510,900.093199998140000","134,558.009199999270000"
122,1,"518,922.985200002790000","144,219.152300000190000"
123,3,"511,517.593900002540000","135,360.417899999770000"
124,1,"515,694.985500000420000","140,652.772999998180000"
125,3,"510,499.523699998860000","134,969.824999999250000"
126,3,"514,259.565800003710000","145,437.014600001280000"
127,1,"516,916.951399996880000","142,833.403499998150000"
128,4,"516,323.162799999120000","138,277.649799998850000"
129,1,"511,855.288900002840000","135,355.414000000800000"
130,1,"515,511.677400000390000","139,449.900899998840000"
131,5,"520,642.352399997410000","143,074.940499998630000"
132,2,"518,866.322700001300000","144,490.260699998590000"
133,1,"515,866.733900003140000","143,059.261500000950000"
134,3,"511,496.730200000110000","143,840.287599999460000"
135,2,"517,215.842200003560000","142,498.596400000150000"
136,2,"516,465.942000001670000","139,970.489999998360000"
137,1,"516,665.287900000810000","139,999.065000001340000"
138,1,"513,251.138499997560000","141,176.888399999590000"
139,3,"520,673.606899999080000","140,564.150899998840000"
140,4,"511,437.128700003030000","136,980.751800000670000"
141,3,"518,453.699500001970000","144,573.260400000960000"
142,2,"515,979.174500003460000","140,515.585299998520000"
143,2,"516,791.333200000230000","140,113.246100001040000"
144,1,"513,161.789899997410000","139,878.909499999140000"
145,1,"516,946.414599999790000","141,113.764499999580000"
146,3,"517,967.442699998620000","141,615.969999998810000"
147,1,"512,254.299099996690000","145,611.972199998800000"
148,1,"518,805.901299998160000","144,260.307500001040000"
149,1,"512,055.918200001120000","134,373.540500000120000"
150,3,"516,673.002800002690000","142,546.193100001660000"
151,3,"510,292.655699998140000","134,567.169199999420000"
152,1,"517,102.822400003670000","142,822.036299999800000"
153,2,"518,437.212600000200000","142,859.090700000520000"
154,2,"515,816.503300003710000","139,568.617800001060000"
155,2,"515,840.968199998140000","139,432.642700001600000"
156,1,"512,681.456699997190000","145,406.710299998520000"
157,4,"517,303.496200002730000","137,891.527499999850000"
158,3,"515,715.452500000600000","136,208.037999998780000"
159,4,"516,911.499600000680000","143,595.459300000220000"
160,3,"518,400.390799999240000","135,986.808400001380000"
161,3,"512,789.401199996470000","140,703.791000001130000"
162,2,"517,647.129399999980000","142,870.852899998430000"
163,3,"510,760.457599997520000","143,624.573600001630000"
164,1,"512,962.620499998330000","145,575.901999998840000"
165,3,"518,223.693199999630000","142,572.248199999330000"
166,3,"519,509.774300001560000","138,923.954700000580000"
167,3,"515,832.498899996280000","134,479.443599998950000"
168,2,"511,163.706399999560000","143,497.629099998620000"
169,3,"510,909.393200002610000","135,369.464099999520000"
170,3,"518,677.558300003410000","142,558.438200000670000"
171,1,"516,040.497299999000000","143,607.858399998400000"
172,1,"516,064.278499998150000","143,476.918499998750000"
173,2,"517,094.133599996570000","142,642.723700001840000"
174,2,"511,969.643700003620000","135,312.628699999300000"
175,2,"518,258.347900003190000","142,002.865299999710000"
176,1,"512,638.348499998450000","135,182.833999998870000"
177,1,"517,185.053999997680000","142,344.613499999050000"
178,1,"518,986.899599999190000","144,083.752099998300000"
179,5,"514,072.462600000200000","136,795.528299998490000"
180,2,"515,012.853600002830000","145,769.482999999080000"
181,4,"511,802.348399996760000","142,690.196100000290000"
182,1,"516,586.815200001000000","142,693.956500001250000"
183,1,"513,240.809900000690000","141,108.397700000550000"
184,1,"515,653.852099999790000","140,911.072299998250000"
185,3,"513,978.790600001810000","139,437.263000000270000"
186,3,"511,309.950400002300000","134,957.688400000330000"
187,4,"517,636.907999999820000","136,417.366900000720000"
188,3,"517,102.471699997780000","143,023.230399999770000"
189,4,"515,221.797799997030000","143,147.193999998270000"
190,1,"516,417.396300002930000","143,651.761799998580000"
191,1,"514,469.426700003450000","135,897.090199999510000"
192,3,"510,094.323499999940000","134,975.894999999550000"
193,4,"510,417.042700000110000","136,590.771200001240000"
194,5,"514,104.377199999990000","141,594.829199999570000"
195,2,"511,668.366099998350000","135,799.968199998140000"
196,1,"511,678.631800003350000","145,632.351199999450000"
197,3,"513,040.528300002220000","134,548.848799999800000"
198,1,"516,490.925999999050000","144,182.113600000740000"
199,1,"518,045.267499998210000","144,060.233100000770000"
200,5,"514,106.034500002860000","143,205.040399998430000"
201,1,"511,650.904299996790000","135,420.621399998660000"
202,2,"512,518.603500001130000","134,909.468199998140000"
203,3,"513,385.609300002460000","135,792.791700001810000"
204,4,"515,264.819899998610000","144,541.863099999730000"
205,2,"512,650.806999996300000","134,376.289099998770000"
206,2,"516,453.539899997410000","140,187.486900001760000"
